instruction,output,input,id,dataset_name
"What is a shorter version of this:

the number of anti-semitic attacks on british jews rose sharply after the start of the conflict in gaza , a jewish charity said friday .

Summary:",[No Retrieval]uk anti-semitic attacks rise after gaza conflict[Utility:5],,flan_v2_2065,flan_v2
"3.

Translate this to English?",[No Retrieval]3.[Utility:5],,flan_v2_29454,flan_v2
"Stream of consciousness rationale: Rock and roll is a well known music genre.
The question and answer pair are described below.","[No Retrieval]""
- Sentence B: ""Rock and roll isn't a kind of music.""

A: Sentence B[Utility:5]",,flan_v2_94438,flan_v2
"Detailed Instructions: In this task, you need to count the number of words in a sentence that end with the given letter. Answer with numbers and not words.
See one example below:
Problem: Sentence: 'the street light is green in the city'. How many words end with the letter 't' in the sentence.
Solution: 2
Explanation: The words 'street', and 'light' end with the letter 't'. So, the answer is 2.

Problem: Sentence: 'man on skate board for practicing performing tricks'. How many words end with the letter 'g' in the sentence.
Solution:",[No Retrieval]2[Utility:5],,flan_v2_89333,flan_v2
"Q: See the conversation. DIALOG:
Who is David Reichenberg?
- David Reichenberg David Reichenberg (13 July 1950 - 10 June 1987) was an American oboist and a highly respected specialist on the baroque oboe.
- Are there any other interesting aspects about this article?
- He was born in Cedar Falls, Iowa and learnt the flute, violin and piano as a child.
- Did he perform anywhere else?
- He began his oboe studies with Dr Myron E. Russell of the University of Northern Iowa.
- Did he study anywhere else?
- Beginning in 1969, Reichenberg studied at the Indiana University School of Music, continuing his oboe studies with Jerry Sirucek, former oboist with the Chicago Symphony Orchestra.
- Did he go to any other schools?
- 
****
Next: Graduating in 1972, Reichenberg moved to Salzburg, where he attended the Mozarteum.


Q: See the conversation. DIALOG:
What is the difference between Zanesville and Zanesville, Ohio?
- 
****
Next: Zanesville (disambiguation) Zanesville may refer to some places in the United States:


Q: See the conversation. DIALOG:
Who is Yousef Fakhro?
- Yousef Fakhro Yousef Fakhro (; born 3 May 1983) is a Lebanese-Swedish association football player, who currently plays with FC Höllviken.
- What is the Swedish league?
- Fakhro played 23 years for Trelleborgs FF and ten in the Allsvenskan, in which he played in 117 games and scored eight goals for the club.
- Did he win any awards?
- 
****
Next: He scored an own goal for IF Elfsborg in the 2007 Allsvenskan in a match where his team lost 2-0.


Q: See the conversation. DIALOG:
What is Boogie Tonight?
- 
****
Next:","[Retrieval]<paragraph>David Reichenberg
Reichenberg met Nikolaus Harnoncourt, director of Concentus Musicus Wien. Reichenberg became increasingly interested in playing the oboe's repertoire on the instrument for which it had been written and, with the assistance of Harnoncourt, moved to Vienna in order to study baroque oboe with Jürg Schäftlein. He simultaneously studied oboe making with Paul Hailperin, building the instrument upon which he played for four years. Reichenberg took part in many concerts and recordings with Concentus Musicus, and gradually increased his activities with that group. In 1977, Reichenberg formed the Munich-based orchestra, Florilegium Musicum, which gave numerous performances of Bach cantatas and Mozart</paragraph>[Irrelevant]Boogie Tonight  Boogie Tonight or variants may refer to:[Utility:5]",,flan_v2_98797,flan_v2
"Concepts: flower, garden, grow, image
A: macro image of flowers growing in the ornamental garden at the rear of stable block
Q: Keywords: add, elegance, table
What is a sentence that includes all these keywords?

A: flowers on the buffet table add a bit of elegance and whimsy
Produce a sentence which mentions all of these concepts: family, park, picnic

family on the picnic in park
[Q]: Generate a sentence that includes all the following words: keep, order, street
[A]: A man keeps order on a crowded street of people.
CONCEPTS: cloud, evening, shot

GEN: tight shot across the valley of rain clouds hovering over lake in the evening
Produce a sentence which mentions all of these concepts: budget, favorite, live, room, space",[No Retrieval]living rooms on a budget our favorites from rate my space[Utility:5],,flan_v2_10057,flan_v2
"Q: Does a sea otter eat spiders?
A: Sea otters prey mostly on marine invertebrates and other aquatic creatures. Spiders are not aquatic creatures and they reside on land.
The answer is no.

Q: Can you see live harbor seals in Washington DC?
A: The Smithsonian National Zoo is in Washington DC. There is a harbor seal exhibit at the Smithsonian National Zoo.
The answer is yes.

Q: Will Conan the Barbarian hypothetically last a short time inside of Call of Duty?
A: Conan the Barbarian is a comic book character. Conan the Barbarian is equipped with a sword and does not typically wear armor. Call of Duty is a modern warfare video game. Soldiers in Call of Duty are equipped with weapons like sniper rifles, shotguns, and machine guns.
The answer is yes.

Q: Did Julio Gonzalez like acetylene?
A:","[Retrieval]<paragraph>Cultural depictions of spiders
eating him from the inside out. Normally, the spiders would stay with him for about a day or two, but some lasted longer. Later on, we find out that he can communicate with spiders. The Ghost in The Shell manga by Masamune Shirow prominently features spider-like, AI-equipped, multi-legged combat vehicles called Fuchikoma (evolving into the Tachikoma, Uchikoma and Logicoma in subsequent anime versions of the series). These mobile weapons platforms are used by the members of Section 9 to aid in their various missions. In the Monster Musume manga by Okayado the character Rachnera Arachnera is an Arachne who is</paragraph>[Irrelevant]Julio Gonzalez was an artist who welded metal to create sculptures.[Retrieval]<paragraph>Otter
are experts at opening shellfish, and others will feed on available small mammals or birds. Prey-dependence leaves otters very vulnerable to prey depletion. Sea otters are hunters of clams, sea urchins and other shelled creatures. They are notable for their ability to use stones to break open shellfish on their stomachs. This skill must be learned by the young. Otters are active hunters, chasing prey in the water or searching the beds of rivers, lakes or the seas. Most species live beside water, but river otters usually enter it only to hunt or travel, otherwise spending much of their time</paragraph>[Relevant]Welding is achieved by using a blowtorch on metal.[No support / Contradictory][Retrieval]<paragraph>Cultural depictions of spiders
eating him from the inside out. Normally, the spiders would stay with him for about a day or two, but some lasted longer. Later on, we find out that he can communicate with spiders. The Ghost in The Shell manga by Masamune Shirow prominently features spider-like, AI-equipped, multi-legged combat vehicles called Fuchikoma (evolving into the Tachikoma, Uchikoma and Logicoma in subsequent anime versions of the series). These mobile weapons platforms are used by the members of Section 9 to aid in their various missions. In the Monster Musume manga by Okayado the character Rachnera Arachnera is an Arachne who is</paragraph>[Irrelevant]Blowtorches use acetylene as fuel.
The answer is yes.[Utility:5]",,flan_v2_94984,flan_v2
"""Edward Bellamy House"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?
A:",[No Retrieval]Building[Utility:5],,flan_v2_57947,flan_v2
"Q: Translate ""In the legislative sphere, I would like to touch upon the border security issue again in particular."" to German?

A: Im legislativen Bereich möchte ich insbesondere noch einmal die Grenzsicherungsfragen anschneiden.
input question: Write a sentence not in English.
output answer: Die Kommission konnte die vorgeschlagenen Änderungen zwar nicht im Detail prüfen, doch nach den vorliegenden Informationen dürften die fraglichen Bestimmungen nicht im Widerspruch zu den Grundsätzen des Binnenmarktes stehen.
Q: Translate ""The breakfast buffet was very well done, with impeccable service and class."" to German?
Yes: So welcoming and helpful- couldnt be bettered.We had a deluxe room which was very good indeed- and the maid service first class.
[Q]: Die Flugzeiten von Piloten und die Arbeitssituation der waren dann auch die offenen und kontroversen Punkte in unserer Diskussion im Ausschuss.

Translate this to English?
[A]: The consequence of that was that pilots’ flying times and the working conditions of cabin crew were open and controversial issues for our discussions in the committee.
Question:
Außerdem müssen die Behinderten die Gewissheit haben, dass die Mitgliedstaaten der Union sie unterstützen, indem Straftaten gegen Behinderte strenger bestraft werden.

Could you please translate this to English?
Answer:
In addition, the disabled need the certainty that the Member States of the Union are supporting them by imposing harsher punishments for offences against the disabled.
Question:
Paradoxerweise sind Entwicklungsländer mit reichhaltigen Rohstoffquellen häufig schlechter gestellt als vergleichbare Länder, die nicht über solche Vorkommen verfügen.

Could you please translate this to English?
Answer:","[No Retrieval]Paradoxically, resource-rich developing countries are often worse off than comparable countries that lack those resources.[Utility:5]",,flan_v2_11573,flan_v2
"In this task, you're given the title and three arbitrary sentences out of a five-sentence story. You are also given three additional sentence options, a, b, and c, that may or may not belong to the story. Your job is to pick the two options that seamlessly connect with the rest of the story and their positions in the sentence order of the story; note that the selected choices may fit into the story at any point. Your answer must be in the form of '2a, 5b', where '2a' means the candidate sentence 'a' will be inserted as the 2nd sentence in the story. The answer must also be in the order of the selected choices, i.e., '2a, 5b' is allowed, and '5b, 2a' is not allowed. If options are equally plausible, pick the ones that make more sense.
Example: Title: Marcus Buys Khakis. Marcus needed clothing for a business casual event. He decided to buy a pair of khakis. The pair he bought fit him perfectly. Choices: a. Marcus was happy to have the right clothes for the event. b. He left in a huff for having his ideas mocked. c. All of his clothes were either too formal or too casual.
Example solution: 5a, 2c
Example explanation: Marcus is buying clothes for a business event and not presenting an idea.

Problem: Title: Brad had dated her for years. One day Brad was coming over to her house. She answered the door and tells him it's over. Choices: a. She scored a B on the test by cheating. b. Brad was so much in love with his girlfriend. c. He knocked on the door with flowers.","[No Retrieval]Solution: 1b, 4c[Utility:5]",,flan_v2_87437,flan_v2
"In this task, you will be shown a passage. You need to write a fill-in-the-gap question based on your understanding of the events that might be inferred from the passage. Your question should be answerable based on the passage and only have one correct answer. Show the gap in your question with a _ .

Let me give you an example: For four years we have waited expectantly for the pitter patter of tiny paws. Soon, that wait could finally be over. Tian Tian, the UK's only female giant panda, has conceived and could give birth to a cub as early as August. However Edinburgh Zoo, where the pandas live, have warned people 'not to get too excited' as the process is 'extremely complex'. Moreover, on the two previous occasions keepers inseminated Tian Tian - whose name means 'Sweetie' - she has failed to produce a panda cub. She was artificially inseminated again in March this year, but keepers at the zoo say implantation - when a fertilised egg attaches to the uterus - has not yet occurred.Tian Tian has conceived and could give birth to a cub as early as August. She has been inseminated twice before but so far failed to produce a cubTian Tian and Yang Guang arrived in 2011 from China to great fanfareOn loan at £600k a year, became first giant pandas to live in UK for 17 years
The answer to this example can be: Under the terms of the agreement any cubs will return to _ at the age of two, the age at which they would normally leave their mother in the wild.
Here is why: This is a good example. Based on the passage you can answer this question.

OK. solve this:
A transgender man is hoping to raise £5,000 via crowdfunding to pay for an operation to remove his 34DD breasts. Kasey Hildreth, 21, from Hemel Hempstead, Herts, was previously known as Chloe and only came out as transgender in April this year. Despite sporting closely cropped hair and wearing masculine clothes, the 21-year-old says his body still feels 'completely wrong' because of his ample chest. However, the NHS has a waiting time of 13 months just for an initial consultation. He now wears a breast binder every day and is forced to cover up in oversized T-shirts with baggy hoodies in an attempt to conceal his chest.Kasey Hildreth, from Hemel Hempstead, is hoping to raise £5,000The 21-year-old came out as transgender in April this yearHad previously thought he was a lesbian but now wants to transitionSays: 'I hate my body and I can't cope with having a female chest'
Answer:",[No Retrieval]'It didn't bother me when _ told me he was transgender.[Utility:5],,flan_v2_90230,flan_v2
"Q: Le Portefeuille du Conseil du Trésor a indiqué les priorités d'amélioration de la gestion suivantes pour l'an prochain: 1.

Could you please translate this to English?
A: The Treasury Board Portfolio has identified the following management improvement priorities for the Department of Finance for the coming year: 1.

Q: L'application rigoureuse des sanctions n'a pas empêché de nouveaux détournements d'avions nord-américains vers notre pays.

Could you please translate this to English?
A: Despite the strict application of the penalties, a few United States aircraft were hijacked and diverted to Cuba.

Q: Mais une telle affirmation pourrait constituer un raccourci inexact.

Could you please translate this to English?
A: Do the SME owners know the e-learning offer?

Q: La notion d'organe «mis à la disposition» de l'État d'accueil est précise et implique que l'organe agit avec le consentement, sous l'autorité et aux fins de l'État d'accueil.

Could you please translate this to English?
A:","[No Retrieval]The notion of an organ “placed at the disposal of” the receiving State is a specialized one, implying that the organ is acting with the consent, under the authority of and for the purposes of the receiving State.[Utility:5]",,flan_v2_33439,flan_v2
"What key details about beatrice wabudeya  can be extracted from the following bio?  Bio: beatrice mukaye wabudeya is a ugandan veterinarian and politician . she is the former minister for kampala capital city authority -lrb- kcca -rrb- , in the ugandan cabinet , from 17 march 2011 until 27 may 2011 . prior to that , she served as the minister for the presidency , from 2006 until may 2011 . in the cabinet reshuffle of 27 may 2011 , she was replaced at the ministry for the presidency by kabakumba masiko . she formerly served as the member of parliament -lrb- mp -rrb- , representing sironko district women 's constituency from 2001 until 2011 .","[Retrieval]<paragraph>Beatrice Wabudeya
Beatrice Wabudeya Beatrice Mukaye Wabudeya is a Ugandan veterinarian and politician. She is the former Minister for Kampala Capital City Authority (KCCA), in the Ugandan Cabinet, from 17 March 2011 until 27 May 2011. Prior to that, she served as the Minister for the Presidency, from 2006 until May 2011. In the cabinet reshuffle of 27 May 2011, she was replaced at the Ministry for the Presidency by Kabakumba Masiko. She formerly served as the Member of Parliament (MP), representing Sironko District Women's Constituency from 2001 until 2011. She was born in Sironko District on 12 December 1956. Beatrice Wabudeya</paragraph>[Relevant]- residence is kampala , uganda- years active is 1979 -- present- known for is politics- home town is sironko- citizenship is uganda- birth date is 12 december 1956- name is beatrice wabudeya- ethnicity is mugisu- nationality is ugandan-[Fully supported][No Retrieval]birth place is uganda- religion is christian- alma mater is '' veterinary medicine -rrb- -lrb- master of veterinary science -rrb- ` makerere university '' ' -lrb- bachelor of- occupation is veterinarian & politician[Utility:5]",,flan_v2_58866,flan_v2
"Communication is used to keep in touch. Communication allows chatting with friends.
This justifies what answer for what question? Q & A: ","[No Retrieval]The lady loved chatting with friends, she used all sorts of what to keep in touch?
Options:
- answers
- hands
- happiness
- agreement
- communication
communication[Utility:5]",,flan_v2_93886,flan_v2
"Premise: ""A man in a bunny costume is giving something to a young man in front of an ice cream truck.""
Hypothesis: ""The man is handing ice cream to the younger man.""
Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no Let's be accurate as possible and think first.",[No Retrieval]Man giving something to a young man in front of an ice cream truck is not necessarily handing ice cream.[No Retrieval]Final answer: it is not possible to tell.[Utility:5],,flan_v2_92944,flan_v2
"Q: Aubrey saw Remy's house after Remy invited Aubrey for a Christmas party.  Given the context: What does Aubrey need to do before this? | OPTIONS:
- party
- cheer
- buy a gift
A: buy a gift

Q: Carson got directions from their wife to the event and didn't get lost.  Given the context: What will Carson want to do next? | OPTIONS:
- meet some people
- ask their wife
- write down directions
A: meet some people

Q: Taylor and Remy were going to a concert in Las Vegas, they had tickets and a hotel booked. The night before their trip Taylor canceled and Remy, angrily, asked Taylor the reason for her change of heart.  Given the context: How would you describe Remy? | OPTIONS:
- frustrated and let down
- angry and disappointed
- a lover of concerts in Las Vegas
A: angry and disappointed

Q: The road was in bad condition, so Addison checked Skylar's car for a flat tire.  Given the context: Why did Addison do this? | OPTIONS:
- was Addison's best friend
- asked Addison to check the tire
- The road was in bad",[No Retrieval]A: asked Addison to check the tire[Utility:5],,flan_v2_53600,flan_v2
"question: Generate a tweet. negative

answer: Although there are more than thousand vocabulary files you can download... I am working on a windows program but it takes its time 


input question: OPTIONS:
- negative
- positive. Generate a tweet that has the following sentiment: negative

Generated tweet: @WhosHere - New update has much improved stability, but 'New' users still broken &amp; empty 


Write a positive tweet. Possible types: OPTIONS:
- negative
- positive

A: @Wimbledon He's on Twitter, too!! @andy_murray Don't know how many doughnuts he gets into, tho 


input question: Write a random tweet?

A random tweet: @HellenBach thanks 


IN: OPTIONS:
- negative
- positive
Write a tweet that is negative.

OUT: @Shelltroy I hung out washing and I could feel my skin burning 


IN: OPTIONS:
- negative
- positive
Write a tweet that is negative.

OUT:",[No Retrieval]it feels so wierd being without antoineettteeee[Utility:1],,flan_v2_16639,flan_v2
"Q: Translate """"Spock, you are fully capable of deciding your own destiny. The question you face is: which path will you choose?"" to German?

A: Passen Sie mit dem Schiff auf, es ist brandneu!


Q: Translate ""9 April - The world's first commercial electric telegraph line comes into operation alongside the Great Western Railway line from Paddington station to West Drayton ."" to German?

A: 25. April : Britische Truppen nehmen kampflos die Stadt Kandahar ein.


Q: Translate ""   ."" to German?

A:",[No Retrieval]   .[Utility:5],,flan_v2_16548,flan_v2
"QUESTION: John plays chess with his roommate They make one move each between classes. Where is his chess set most likely set up?
Options:
- canada
- cupboard
- dorm
- sitting room
- drawer
ANSWER W/ DETAILS: The answer is dorm
Explanation: Chess sets can be set up in the dorm. Chess can be played in the dorm. One lives with a roommate in a dorm. Dorm is a room to retire to sleep..

QUESTION: If the vegetable plants needed watering, you might want to get the hose out of the what?
Options:
- balcony
- greenhouse
- garden shed
- hardware store
- garage
ANSWER W/ DETAILS: The answer is garden shed
Explanation: Garden shed a small building for storing garden tools and equipment’s. Garden shed is where we keep hose. If the vegetable plants needed watering, you might want to get the hose out of the garden shed..

QUESTION: Where would you find a popular shopping mall?
Options:
- buy clothes
- suburbs
- downtown
- montana
- large city
ANSWER W/ DETAILS:","[No Retrieval]The answer is large city
Explanation:[No Retrieval]Popular shopping malls are located in big cities.[Retrieval]<paragraph>Macdonald Hall
room including ants, and plants. He wakes up at 6:00 a.m. each day to tend to these various projects before breakfast. He lives in Dormitory 2. George Wexford-Smyth III - A financial genius who is obsessed with the stock market, he also keeps his bathroom stocked with medicines. He also sanitizes his room every second day, washing everything in his room, including the ceiling and the walls, to prevent illness. He lives in Dormitory 1. He is generally disliked by his peers, but was key in helping the Hall raise enough money to buy a pool. Wilbur Hackenschleimer - A</paragraph>[Irrelevant]Various large cities have many big and popular malls..[Utility:5]",,flan_v2_95609,flan_v2
"Definition: In this task, you are given a sentence in either Spanish or English. Your task is to determine the language of the input sentence. Input sentences can only be in Spanish or English, and they cannot be in two languages ​​at the same time.
Input: El concepto que saqué de la interpretación es que la incineración de animales muertos no está contemplada en esta directiva a efectos de lo dispuesto en el apartado 2 del artículo 2.",[No Retrieval]Spanish[Utility:5],,flan_v2_74198,flan_v2
"In this task, you are given a sentence in Spanish and your task is to translate it into English. In translation, keep the numbers and capitalization (capitalize only the first word of each sentence and name).

[Q]: Es importante que se me dé la oportunidad de contestarla.
[A]: It is important for me to have a chance to answer it.


[Q]: A nivel internacional se apoya fervientemente una entrada en vigor más rápida de los Tratados.
[A]: At international level, there is a great deal of support for treaties entering into force more swiftly.


[Q]: Además, tiene una sistemática más aceptable y es más clara y transparente.
[A]:","[No Retrieval]Furthermore, it contains more acceptable systematics and is clearer and more transparent.


[Utility:5]",,flan_v2_83092,flan_v2
"- death place is neumarkt in der oberpfalz    - succession is electress palatine    - caption is portrait by michiel coxcie , 1545    - reign is 1544 -- 1556    - mother is isabella of burgundy    - spouse is frederick ii of the palatinate    - death date is 31 may 1580      - house is oldenburg    - father is christian ii of denmark    - birth date is 10 november 1520      - image is christinavondaenemarkcoxcie.jpg    - birth place is copenhagen    - consort is yes    Given the details above, guess who could this information be about.
Answer:","[No Retrieval]dorothea of denmark , electress palatine[Utility:5]",,flan_v2_56788,flan_v2
"Ques: Title: Died after about 3 months Review: Maybe I just happened to get a bad one.Anyhow, I bought a brand new Cendyne External 56K and it died about 3 months later.I verified it's demise with diagnostic software that ran loopbacks and such, on the modem. It failed 2/3rd's of the tests.I run EVERYTHING connected to my PC (except the laser printer)on an UPS unit, both to ""clean up"" the 110 volts incoming to the PC and to avoid over or under voltage situations.An external modem is great. Lots easier to setup under win98.After my cendyne died, I bought a Multitech modem (business line) and have never had any problems with connections.Cendyne went out of business in 2003, I believe.So if you buy one of these, do it on a credit card that will provide an externded warranty of it's own.Since Cendyne probably can't help you if you modem dies. Does this product review convey a negative or positive sentiment?
Ans: Negative

Ques: Title: Missing Pieces Review: Well where do I start...this seemed like it would but perfect for my 6 year old for Cheristmas but it was a nightmare!Christmas Eve we open the box to set it up and just about every important piece was missing including the seat and sticks!Thanx for a wonderfull Christmas! Does this product review convey a negative or positive sentiment?
Ans: Negative

Ques: Title: The Napoleon of New York Review: Fiorello LaGuardia was an amazing character. He was loved and hated depending on who you asked, but one thing is for sure- he did great things for the city of New York. This biography explores his immigrant roots, his rise to power, and his quest for revitalizing New York. A tough politician indeed, but one who brought greatness and glory to his city. Does this product review convey a negative or positive sentiment?
Ans: Positive

Ques: Title: I do not give one or five stars lightly, but… Review: If I could give it a star-and-a-half, I would, because I did chuckle once or twice, but I can't, and this movie does NOT deserve two stars!⊕ Umm… when it DOES follow the book, it's mostly faithful; Jim Carrey made me laugh a few times; most of the actors wear so much prosthetic makeup they could potentially deny ever being in this film&#8854; Padded with senseless and unnecessary subplots and back-story; nauseating cinematography; uses only two of the original's memorable songs, and this rendition of the title song is just plain awful; ""Where Are You, Christmas"" is one of the top 5 worst Christmas songs ever; much of the humor is inappropriate for its target audience; ironically criticizes the commercialization of Christmas, while itself being a shameless cash-in of a classic; the Whos' makeup is borderline horrifying Does this product review convey a negative or positive sentiment?
Ans:",[No Retrieval]Negative[Utility:5],,flan_v2_71240,flan_v2
"A police chase is normally on foot or in a car not in a trolley car.
The question and answer are below.
Given the sentence ""There is an oriental woman leaning out of an open red trolley car waving at the person taking her picture while a little girl is standing and watching at the side."" can we conclude that ""Police chase an oriental suspect while curious people watch on.""?
Options:
- yes
- it is not possible to tell
- no
no

Four woman and a fifth woman means there are five women while giving information is talking.
The question and answer are below.
Given the sentence ""A group of four woman culturally dressed are giving information to a fifth woman of the same culture."" can we conclude that ""Five women are talking.""?
Options:
- yes
- it is not possible to tell
- no
yes

A man jumping into tall grass is not necessarily attempting to scare out any rodents or wildlife.. So what could be the question?
Question followed by answer: Premise: ""A man in a red shirt is jumping into tall grass.""
Hypothesis: ""A person is jumping in overgrown grass attempting to scare out any rodents or wildlife.""
Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
it is not possible to tell

A girl looking at fish at a grocery store does not mean she plans on making it for dinner.
The question and answer are below.
Premise: ""A young girl examines the fish selection at the grocery store.""
Hypothesis: ""A young girl is examining the fish selection because she plans on making it for dinner.""
Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
it is not possible to tell

At the edge of the water is not the same as in the water. The infant's mothers are not necessarily with them. Someone else could be looking after the infants.
The question and answer are below.
Given the sentence ""Three infants wearing sunhats are playing at the edge of the water on a beach."" is it true that ""Three infants and their mothers play in the water at a beach.""?
it is not possible to tell

A man is skateboarding down 2 stairs is repeat of the original description.
The question and answer are below.","[No Retrieval]Test for natural language inference.
[No Retrieval]Premise: ""A man is skateboarding down 2 stairs.[No Retrieval]""
Hypothesis: ""A man is skateboarding down 2 stairs.[No Retrieval]""
Is the hypothesis entailed by the premise?
Options:
- yes
- no
- it is not possible to tell
yes[Utility:5]",,flan_v2_96910,flan_v2
Write a negative yelp review.,"[No Retrieval]Had a birthday gather last night at this place with my boyfriend and friends.[No Retrieval]Sushi was alright, but the happy hour was pretty good.Ask them about it.   For food:  My boyfriendand i got sea bass, and tuna.[No Retrieval]One order has 2 pieces for $3.5.[Retrieval]<paragraph>Online shaming
marriage controversy, activists encouraged a consumer boycott of Chick-fil-A and left negative reviews of the site's locations on restaurant rating websites after the founder declared that corporate profits would be donated to political causes opposing same-sex marriage in the United States. In 2015 an Indiana pizzeria was swarmed with negative Yelp reviews after the owner said it wouldn't cater gay weddings. Similar reactions have frequently followed bakers refusing to make cakes for gay weddings. After Cecil the lion was shot by an American recreational big-game hunter, his business was flooded with negative reviews. Various governments have used ""name and shame""</paragraph>[Relevant]We got one of the special rolls, playgirl and volcano rolls.[No support / Contradictory]Playgirl was alright.[No Retrieval]I wasn't a fan of fried sushi, so volcano was eh.[No Retrieval]overall, the sushi rice was mushie, :/[No Retrieval]For the food, i'll give it 2/5 because I had better.  Dranks:  [No Retrieval]My boyfriend got Sake bombs with your choice of beer for $7?[No Retrieval]and if you were to get a beer for itself its already $5...mind as well add an extra $2 dollar and get some sake going.[No Retrieval]What I really like were the Flavored/infusion Sakes.Lychee sake was pretty good.I believe it was $6.5.[No Retrieval]I think it'll be more worth it if I taste the sake a bit.[No Retrieval]It felt like it was all lychee syrup :/.[No Retrieval]For the dranks, i'll give it 3/5.  [No Retrieval]I think this place good for group events and such but only for happy hour.As for dinner?elsewhere.[Utility:5]",,flan_v2_21498,flan_v2
"You are given a passage. You need to construct a question about the information present in the passage. Construct a question in such a way that (i) it is unambiguous, (ii) its answer is the whole paragraph. Avoid creating questions that can be answered correctly without actually understanding the paragraph.
One example is below.
Q: Optical mice use an LED and a camera to rapidly
capture images of the surface beneath the mouse.
The infomation from the camera is analyzed by a
DSP (Digital Signal Processor) and used to detect
imperfections in the underlying surface and
determine motion. Some materials, such as glass,
mirrors or other very shiny, uniform surfaces
interfere with the ability of the DSP to
accurately analyze the surface beneath the mouse.
\nSince glass is transparent and very uniform, the
mouse is unable to pick up enough imperfections in
the underlying surface to determine motion.
Mirrored surfaces are also a problem, since they
constantly reflect back the same image, causing
the DSP not to recognize motion properly. When the
system is unable to see surface changes associated
with movement, the mouse will not work properly.
A: why doesn't an optical mouse work on a glass
table?
Rationale: The passage talks about the glass and mirror surfaces beneath the optical mice and how the mouse is unable to pick up enough imperfections in the underlying surface to determine motion. The last line of the passage explains why the mouse will not work properly on these surfaces. Thus it is a positive example.
Q: Maybe just another cool, community site where users can exchange information freely. Ultimately, they may try to recuperate costs with some sponsored links, but hopefully that won't interfere with the product and usability.
A:",[No Retrieval]What will Yahoo gain out of this site?[Utility:5],,flan_v2_87924,flan_v2
"Problem: Given the question: Given the following passage  ""Samskrita Bharati is an organisation working for Sanskrit revival. The ""All-India Sanskrit Festival"" (since 2002) holds composition contests. The 1991 Indian census reported 49,736 fluent speakers of Sanskrit. Sanskrit learning programmes also feature on the lists of most AIR broadcasting centres. The Mattur village in central Karnataka claims to have native speakers of Sanskrit among its population. Inhabitants of all castes learn Sanskrit starting in childhood and converse in the language. Even the local Muslims converse in Sanskrit. Historically, the village was given by king Krishnadevaraya of the Vijayanagara Empire to Vedic scholars and their families, while people in his kingdom spoke Kannada and Telugu. Another effort concentrates on preserving and passing along the oral tradition of the Vedas, www.shrivedabharathi.in is one such organisation based out of Hyderabad that has been digitising the Vedas by recording recitations of Vedic Pandits."",  answer the following question. Note that the answer is present within the text.  Question: what is the first group mentioned?
++++++++++++++++++++++++++++++++
The answer is:
Samskrita Bharati


Problem: Given the question: Given the following passage  ""Dominic's search for a close relationship with God was determined and unceasing. He rarely spoke, so little of his interior life is known. What is known about it comes from accounts written by people near to him. St. Cecilia remembered him as cheerful, charitable and full of unceasing vigor. From a number of accounts, singing was apparently one of Dominic's great delights. Dominic practiced self-scourging and would mortify himself as he prayed alone in the chapel at night for 'poor sinners.' He owned a single habit, refused to carry money, and would allow no one to serve him."",  answer the following question. Note that the answer is present within the text.  Question: What is one thing that Dominic possessed?
++++++++++++++++++++++++++++++++
The answer is:
a single habit


Problem: Given the question: Given the following passage  ""A language-independent alternative used in many countries is to hold up one's two fists with the index knuckle of the left hand against the index knuckle of the right hand. Then, starting with January from the little knuckle of the left hand, count knuckle, space, knuckle, space through the months. A knuckle represents a month of 31 days, and a space represents a short month (a 28- or 29-day February or any 30-day month). The junction between the hands is not counted, so the two index knuckles represent July and August."",  answer the following question. Note that the answer is present within the text.  Question: What location is not included when using fists to go through the months?
++++++++++++++++++++++++++++++++
The answer is:",[No Retrieval]The junction between the hands[Utility:5],,flan_v2_64760,flan_v2
"twelve wedding guests were killed and several others injured when a landmine believed triggered by maoist rebels hit their bus in central india early tuesday , police said .

What is a very short summary of the above text?",[No Retrieval]twelve wedding guests killed in landmine blast in central india[Utility:5],,flan_v2_22703,flan_v2
"Answer the following question: Is there a negative or positive tone to this product review? === Title: Boring, not like the 'classic' BNL Review: I have been a fan of BNL since Gordon. I've been a member of their fan club and attended every concert that was near me. I love their music. However, this album should be an embarrassment to them. It is boring. I try to listen to the songs but find my mind wandering somewhere else. I end up skipping most of them. These songs just don't have the edge of their other albums. It's not that they are slow, BNL has had many good slow songs. This album is just boring and a waste of money. Answer:
Answer:",[No Retrieval]Negative[Utility:5],,flan_v2_44490,flan_v2
